95.7332	0.957256	A	100	100	I	2077	3000
96.0136	0.960108	A	100	100	I	3064	1553
95.3125	0.952982	A	100	100	I	2063	3000
95.2424	0.952321	A	100	100	I	2043	3000
95.5629	0.955606	A	99.2188	100	I	3016	3000
95.4527	0.954373	A	100	100	I	1607	92
95.4728	0.954719	A	98.4375	99.2188	I	3406	3000
95.8133	0.958084	A	100	100	I	1650	3000
95.613	0.956053	A	100	100	I	2940	3000
95.3325	0.953259	A	100	100	I	2096	118
95.8433	0.958423	A	100	100	I	2291	3000
95.4026	0.954036	A	100	100	I	2300	3000
95.6831	0.956813	A	100	100	I	2305	3000
95.7732	0.957735	A	100	100	I	2407	3000
95.6831	0.956883	A	100	100	I	3206	1554
95.7432	0.957339	A	100	100	I	2525	3000
95.6631	0.956597	A	100	100	I	2378	3000
95.3025	0.953066	A	100	100	I	2005	3000
95.653	0.95648	A	100	100	I	3537	3000
96.0437	0.960401	A	100	100	I	1539	3000
95.9135	0.959069	A	100	100	I	1985	3000
95.5929	0.955891	A	100	100	I	2849	3000
95.8534	0.958484	A	100	100	I	1774	3000
95.5529	0.955519	A	100	100	I	2397	3000
95.7332	0.957312	A	100	100	I	1655	3000
95.2624	0.952598	A	100	100	I	2278	3000
95.603	0.956021	A	100	100	I	2106	3000
94.8618	0.948505	A	100	100	I	2138	3000
95.2324	0.952452	A	88.2812	100	I	3053	3000
95.8233	0.958179	A	98.4375	100	I	2673	3000
95.3826	0.953857	A	100	100	I	1985	3000
95.7031	0.957025	A	100	100	I	2346	122
95.4327	0.95434	A	100	100	I	2618	1562
95.4427	0.954308	A	100	100	I	2340	3000
95.8233	0.958179	A	100	100	I	2525	3000
95.8233	0.958238	A	100	100	I	2655	3000
95.8634	0.958624	A	100	100	I	2308	3000
96.0036	0.960031	A	100	100	I	2456	3000
95.6931	0.956824	A	100	100	I	1912	3000
95.9034	0.959003	A	100	100	I	2099	3000
95.4627	0.954578	A	100	100	I	2143	1546
95.6931	0.956918	A	100	100	I	2099	3000
95.8734	0.958717	A	100	100	I	2519	3000
95.8133	0.958086	A	100	100	I	1383	1545
95.5529	0.955533	A	100	100	I	3107	3000
95.5629	0.955556	A	100	100	I	2237	3000
95.653	0.956502	A	100	100	I	2638	3000
96.0437	0.96041	A	100	100	I	1771	1541
95.5729	0.955779	A	100	100	I	2098	3000
95.6931	0.956875	A	100	100	I	1902	3000
95.7332	0.957341	A	100	100	I	3168	3000
95.8333	0.958328	A	100	100	I	1803	3000
96.254	0.962492	A	100	100	I	1542	1652
95.9635	0.9596	A	100	100	I	3244	3000
95.2524	0.952412	A	100	100	I	2471	3000
95.7031	0.956996	A	100	100	I	2260	3000
95.7532	0.957475	A	100	100	I	2767	3000
96.2841	0.962791	A	100	100	I	1608	3000
96.1639	0.961621	A	100	100	I	2062	3000
95.2724	0.952707	A	100	100	I	1705	122
95.4427	0.954313	A	100	100	I	2635	3000
95.6731	0.956731	A	100	100	I	2625	3000
95.653	0.956453	A	100	100	I	1645	1553
95.5629	0.955596	A	100	100	I	2012	3000
95.5629	0.95557	A	100	100	I	2274	3000
95.9535	0.959488	A	96.875	100	I	3168	3000
95.4627	0.954562	A	100	100	I	2154	1544
95.633	0.956293	A	100	100	I	2291	109
95.633	0.956248	A	100	100	I	1840	89
95.9435	0.959396	A	100	100	I	2264	3000
95.6831	0.956872	A	100	100	I	1969	1560
95.8233	0.958187	A	100	100	I	3414	3000
96.0737	0.96071	A	100	100	I	1506	3000
95.8634	0.958754	A	96.875	100	I	2850	3000
95.5929	0.955877	A	100	100	I	2574	3000
95.7532	0.957508	A	100	100	I	1964	3000
95.5829	0.955697	A	100	100	I	2867	3000
95.5829	0.955761	A	98.4375	100	I	2371	3000
95.5429	0.955286	A	100	100	I	2898	3000
95.5629	0.955569	A	100	100	I	2162	3000
95.5228	0.955198	A	100	100	I	2156	3000
95.7933	0.957903	A	100	100	I	2785	3000
95.4427	0.954397	A	100	100	I	2008	1548
95.7332	0.957292	A	100	100	I	2572	3000
95.5729	0.955695	A	100	100	I	2840	3000
96.0637	0.960525	A	100	100	I	1505	3000
95.4728	0.954712	A	100	100	I	2977	3000
95.623	0.956182	A	100	100	I	1726	20000
95.7933	0.957953	A	100	100	I	2502	20000
95.7933	0.957949	A	100	100	I	2176	3000
95.4127	0.954099	A	100	100	I	2353	3000
95.7933	0.957955	A	100	100	I	2911	3000
95.2224	0.952088	A	100	100	I	3660	3000
95.7031	0.956993	A	100	100	I	1767	3000
95.6631	0.956506	A	100	100	I	2256	1545
95.6731	0.956667	A	100	100	I	1701	3000
95.5028	0.955	A	100	100	I	2009	1557
95.8133	0.958085	A	96.875	100	I	3876	3000
95.012	0.950068	A	100	100	I	2078	1562
95.4627	0.954586	A	100	100	I	2028	3000
95.4627	0.954652	A	100	100	I	2083	3000
95.7833	0.957789	A	100	100	I	2123	3000
95.0321	0.9502	A	100	100	I	2878	3000
95.6931	0.956851	A	100	100	I	1941	3000
95.633	0.956339	A	100	100	I	2506	3000
95.5929	0.955838	A	100	100	I	2430	105
95.5629	0.955561	A	100	100	I	2539	3000
95.7131	0.957065	A	100	100	I	3041	111
95.0621	0.950537	A	100	100	I	2225	3000
95.0621	0.950656	A	100	100	I	2293	3000
95.9635	0.959641	A	100	100	I	2434	3000
95.5629	0.955528	A	100	100	I	2420	3000
95.7933	0.95795	A	100	100	I	2283	3000
95.7732	0.957639	A	100	100	I	1932	1563
95.7432	0.957391	A	96.0938	100	I	3215	3000
95.643	0.95642	A	100	100	I	1915	132
95.7232	0.95721	A	100	100	I	2573	3000
95.8233	0.958182	A	100	100	I	2174	119
95.3325	0.95324	A	95.3125	100	I	3661	3000
95.9535	0.959532	A	100	100	I	2200	3000
95.8534	0.958448	A	99.2188	99.2188	I	1974	3000
95.9736	0.959718	A	100	100	I	1978	1542
