95.4928	0.954863	17.1605	6.1087	A	44.5312	99.2188	I	708	514
95.8333	0.958338	15.9704	5.34396	A	48.4375	73.4375	I	1025	496
95.4728	0.954764	16.4881	5.1352	A	53.125	99.2188	I	1053	907
95.5529	0.955579	18.2949	7.16946	A	60.1562	60.9375	I	965	763
95.9235	0.959201	16.4424	7.1687	A	59.375	94.5312	I	433	543
95.8834	0.95878	17.7657	6.43177	A	57.0312	64.0625	I	1316	715
95.9836	0.959779	16.5209	5.68822	A	83.5938	88.2812	I	899	449
96.0637	0.960617	18.212	9.52866	A	53.9062	88.2812	I	1149	652
95.8233	0.958204	20.8061	8.36617	A	51.5625	74.2188	I	508	333
96.1839	0.961794	16.7598	5.1785	A	67.1875	83.5938	I	1244	642
96.0437	0.960419	16.68	6.5395	A	64.0625	86.7188	I	845	500
95.5329	0.95534	19.8617	8.31619	A	64.8438	89.8438	I	909	339
95.8534	0.958513	17.3488	5.9975	A	56.25	89.0625	I	1404	681
95.7031	0.956966	20.1524	5.52256	A	45.3125	89.0625	I	671	417
95.9335	0.959297	15.88	5.26916	A	63.2812	52.3438	I	741	160
95.8834	0.958839	17.272	5.24643	A	60.9375	91.4062	I	673	560
96.234	0.9623	14.8075	6.26816	A	65.625	86.7188	I	877	998
96.0837	0.960809	16.605	4.79446	A	62.5	92.1875	I	553	376
95.623	0.956182	20.9183	11.8232	A	61.7188	62.5	I	1336	575
95.8534	0.958527	17.1955	4.85548	A	40.625	89.0625	I	307	234
95.7732	0.957661	17.5887	5.10858	A	57.8125	85.9375	I	917	791
95.9836	0.959838	15.6517	5.37653	A	63.2812	89.0625	I	1077	645
95.9135	0.959133	18.3523	5.9998	A	79.6875	92.1875	I	1254	484
95.6731	0.956683	18.1882	6.88818	A	64.8438	85.1562	I	1128	1089
96.1438	0.96145	15.6261	3.61118	A	64.0625	69.5312	I	1216	764
95.7732	0.95773	19.3654	8.00241	A	53.125	95.3125	I	1190	506
95.9736	0.959753	19.1453	7.48096	A	65.625	70.3125	I	1081	446
95.6931	0.956914	16.5208	5.42869	A	53.125	94.5312	I	630	298
95.6631	0.956605	17.3607	6.80532	A	50	75.7812	I	832	373
95.9235	0.959186	16.1521	3.13248	A	64.0625	83.5938	I	1453	632
95.9235	0.959155	20.0376	8.04321	A	57.8125	86.7188	I	716	680
95.8333	0.958282	17.4298	7.78618	A	53.125	80.4688	I	376	488
95.7632	0.957587	18.7215	6.32552	A	53.9062	70.3125	I	1440	535
95.5729	0.955665	18.5833	6.82868	A	64.8438	67.1875	I	713	346
95.623	0.956228	16.5748	6.66804	A	68.75	75	I	826	297
95.9135	0.95912	14.3712	7.2461	A	67.1875	97.6562	I	846	496
95.8534	0.95852	17.77	4.5166	A	44.5312	31.25	I	1225	217
96.1639	0.961642	14.1046	3.2663	A	51.5625	98.4375	I	495	484
95.9034	0.958956	19.6361	7.87771	A	63.2812	92.9688	I	799	516
95.9235	0.959241	17.9623	5.09887	A	57.8125	97.6562	I	515	399
95.8734	0.958658	17.9093	5.83681	A	70.3125	67.1875	I	1225	464
96.1639	0.96164	16.046	6.56952	A	59.375	79.6875	I	839	309
95.9135	0.959067	17.2839	6.10644	A	54.6875	53.9062	I	994	719
95.9135	0.959076	16.9534	4.79473	A	61.7188	70.3125	I	909	586
95.5629	0.955573	19.0131	5.58959	A	53.125	83.5938	I	416	263
95.7432	0.957426	15.2345	4.38149	A	62.5	71.0938	I	883	411
95.8934	0.958959	18.0944	7.85859	A	71.0938	82.8125	I	955	787
95.9135	0.959108	17.2477	6.456	A	63.2812	75.7812	I	726	532
95.603	0.956012	15.7453	5.05689	A	57.0312	76.5625	I	1264	725
