95.9034	0.95903	17.5018	5.01647	A	58.5938	82.8125	I	673	627
95.9635	0.95958	17.3771	7.82611	A	72.6562	78.125	I	1323	723
95.5929	0.955899	17.0831	7.13133	A	56.25	74.2188	I	936	324
96.0337	0.960296	18.9587	6.6647	A	73.4375	71.875	I	1191	501
95.7532	0.957484	15.531	6.03666	A	50.7812	81.25	I	794	451
95.8634	0.958603	16.3287	4.79836	A	66.4062	96.875	I	816	836
95.9135	0.959081	17.4762	4.24327	A	64.0625	84.375	I	1344	741
95.7933	0.957914	17.8381	5.66004	A	60.9375	60.9375	I	1425	508
96.0637	0.960624	17.6116	7.80877	A	66.4062	84.375	I	892	532
95.9535	0.95949	18.9817	8.58051	A	74.2188	94.5312	I	946	299
95.7131	0.957088	17.2928	5.18554	A	64.0625	100	I	762	916
96.0136	0.960108	17.7124	6.58901	A	58.5938	64.0625	I	957	449
96.0036	0.960028	16.8862	7.25329	A	60.9375	75	I	772	468
96.1438	0.961387	18.8837	6.56029	A	67.1875	79.6875	I	1136	584
96.0837	0.9608	20.7404	8.98916	A	62.5	90.625	I	784	329
95.6831	0.956832	15.9197	5.98201	A	57.8125	88.2812	I	743	292
95.6731	0.956753	19.4288	7.04818	A	58.5938	79.6875	I	927	437
95.4928	0.954926	15.8383	5.19808	A	68.75	94.5312	I	1016	422
95.8333	0.958312	16.4672	4.50864	A	64.8438	78.9062	I	681	275
95.7432	0.957433	18.1523	5.32684	A	62.5	85.1562	I	856	383
95.5429	0.95536	18.2703	7.34674	A	50.7812	78.9062	I	375	294
95.3325	0.953325	17.681	5.39156	A	65.625	92.9688	I	1035	424
96.0537	0.960486	16.1644	4.69531	A	65.625	70.3125	I	900	731
96.0437	0.96041	16.1466	6.87686	A	60.9375	82.8125	I	1253	861
95.7232	0.957214	15.8159	7.60999	A	58.5938	93.75	I	581	398
95.8333	0.958282	18.6599	8.82435	A	60.1562	60.1562	I	1218	471
96.0136	0.960132	18.0308	6.55711	A	60.1562	81.25	I	986	1027
95.7732	0.957719	20.7493	7.36106	A	46.875	91.4062	I	945	443
95.9034	0.959015	17.7161	8.55264	A	69.5312	95.3125	I	757	479
95.8333	0.958319	18.2861	6.79277	A	75	82.8125	I	945	551
95.7532	0.957505	16.6125	3.55401	A	50.7812	95.3125	I	334	364
95.9235	0.959215	17.3845	6.11231	A	68.75	91.4062	I	624	530
95.8734	0.958697	19.5793	6.43945	A	76.5625	82.0312	I	1128	344
95.653	0.956553	19.005	8.85717	A	68.75	92.9688	I	880	409
95.9736	0.95971	15.526	4.85655	A	53.125	39.8438	I	826	163
95.633	0.95629	16.2032	4.9902	A	47.6562	97.6562	I	335	424
95.8233	0.958216	16.4777	5.80868	A	75	83.5938	I	924	541
95.9235	0.959199	20.3825	9.8415	A	60.9375	84.375	I	908	446
95.9736	0.959721	16.2048	7.07886	A	60.1562	66.4062	I	997	651
95.6931	0.956924	17.9498	5.18238	A	53.9062	96.0938	I	632	418
95.8333	0.958289	16.5505	5.70244	A	53.9062	65.625	I	868	540
95.8934	0.9589	15.9541	3.78968	A	57.8125	67.9688	I	776	653
95.8233	0.95822	16.4183	6.16708	A	59.375	84.375	I	1235	416
95.9335	0.959367	16.8931	5.25195	A	65.625	89.0625	I	828	321
95.7432	0.95738	17.9692	8.04364	A	71.0938	78.125	I	1182	932
95.8634	0.958607	15.8458	4.57662	A	71.0938	85.9375	I	1387	505
95.7532	0.957518	15.9501	4.40517	A	71.875	97.6562	I	959	550
95.8433	0.958412	16.9238	5.41695	A	81.25	85.1562	I	1636	556
95.8634	0.958623	17.6624	6.35658	A	77.3438	92.9688	I	785	282
96.1338	0.961296	17.2421	6.70844	A	60.1562	64.0625	I	981	723
95.9635	0.959595	19.0521	7.92747	A	52.3438	85.9375	I	1061	473
95.9936	0.959877	15.8663	6.2627	A	60.1562	85.1562	I	1276	915
96.0537	0.960516	17.1944	5.95648	A	60.9375	85.9375	I	649	406
95.7632	0.957594	17.9184	7.35205	A	53.125	88.2812	I	704	370
95.7532	0.957517	18.5548	4.25213	A	57.0312	97.6562	I	620	351
95.7632	0.957608	17.0209	6.28052	A	58.5938	75	I	1079	698
96.0637	0.960632	17.0476	6.27719	A	57.0312	86.7188	I	752	777
95.643	0.956425	18.0707	6.69394	A	67.1875	96.875	I	1167	391
96.274	0.962711	15.3361	4.15782	A	67.9688	89.8438	I	1000	566
95.8333	0.958285	17.5917	7.45044	A	58.5938	69.5312	I	598	898
95.9635	0.959608	19.351	8.27807	A	67.1875	79.6875	I	907	844
95.5529	0.955527	19.727	8.44012	A	77.3438	90.625	I	923	448
96.4143	0.964135	18.1559	6.78023	A	54.6875	92.1875	I	1683	546
95.8734	0.958685	18.7905	7.95131	A	60.9375	95.3125	I	905	569
95.9435	0.959393	18.1542	7.15577	A	71.875	64.8438	I	1395	683
95.8734	0.9587	17.8251	7.15186	A	64.8438	88.2812	I	890	442
96.0036	0.960019	16.7445	7.11812	A	53.9062	50.7812	I	1159	607
96.0036	0.959992	18.2915	6.56395	A	67.1875	76.5625	I	750	370
95.7432	0.957388	17.4234	7.2907	A	71.875	79.6875	I	1007	896
95.7933	0.957913	17.666	6.39825	A	69.5312	83.5938	I	794	637
95.7432	0.957401	19.5043	6.76733	A	61.7188	94.5312	I	579	502
96.1438	0.961387	18.8035	5.9014	A	68.75	98.4375	I	850	449
95.7532	0.95755	18.5207	5.38543	A	78.9062	83.5938	I	970	449
95.8233	0.958205	17.3941	3.81255	A	68.75	89.8438	I	702	482
95.613	0.956133	20.8095	8.19446	A	70.3125	86.7188	I	559	392
95.7532	0.957471	14.809	3.86507	A	57.8125	100	I	729	266
95.5529	0.955518	15.4431	4.52729	A	65.625	78.125	I	1150	627
95.7432	0.957395	17.0583	7.93763	A	52.3438	61.7188	I	1489	565
96.0837	0.960791	18.0149	7.84918	A	55.4688	71.875	I	932	556
95.5829	0.955796	19.9097	7.88379	A	64.8438	74.2188	I	1089	622
95.9736	0.959711	17.615	4.05188	A	58.5938	86.7188	I	966	1143
95.8834	0.958826	16.6947	5.936	A	58.5938	82.8125	I	674	372
95.9235	0.959182	17.9141	5.31942	A	64.0625	78.125	I	747	491
95.9135	0.959103	18.8539	6.31767	A	53.9062	82.0312	I	862	351
95.7933	0.957881	19.6435	5.7587	A	65.625	71.0938	I	596	675
95.603	0.956029	15.0844	3.60271	A	64.8438	88.2812	I	1033	594
95.9335	0.959275	16.376	6.51623	A	67.1875	74.2188	I	1301	626
95.8634	0.958607	18.4054	6.44844	A	63.2812	94.5312	I	1070	698
95.4728	0.954697	16.3247	5.62939	A	61.7188	81.25	I	1073	369
96.0136	0.960101	18.3167	8.78658	A	53.9062	79.6875	I	701	427
96.0136	0.960114	17.6613	5.45483	A	54.6875	56.25	I	1035	608
95.4828	0.954844	17.9655	4.71063	A	57.0312	73.4375	I	1153	394
95.7833	0.957832	16.5685	4.01111	A	55.4688	75	I	779	402
95.4127	0.95411	18.6311	8.67927	A	59.375	89.0625	I	1621	450
95.9535	0.959509	18.7617	7.12502	A	53.125	73.4375	I	742	259
95.5929	0.955909	16.0901	6.0302	A	50	92.1875	I	939	676
95.8233	0.958187	19.845	4.56148	A	60.9375	74.2188	I	711	891
95.8333	0.958334	15.3975	5.44273	A	66.4062	95.3125	I	587	393
96.3842	0.96383	17.4311	4.41208	A	50	92.9688	I	940	644
96.0236	0.960221	18.3466	6.56061	A	52.3438	84.375	I	991	504
96.0637	0.960592	17.5019	6.99737	A	50.7812	65.625	I	501	259
95.7432	0.957431	15.5428	6.93006	A	54.6875	64.8438	I	1339	854
95.9335	0.959327	18.7797	6.28703	A	69.5312	80.4688	I	818	336
95.7131	0.957106	17.0708	6.60375	A	49.2188	65.625	I	1531	958
95.653	0.956489	16.5816	5.10853	A	52.3438	94.5312	I	852	489
95.9335	0.95931	18.5523	5.97103	A	60.9375	71.875	I	869	838
