96.8249	0.96824
96.7147	0.967117
96.9551	0.969543
96.875	0.96874
96.4643	0.964596
96.2139	0.962049
96.6647	0.966671
96.5445	0.96545
96.6546	0.966535
96.6546	0.966532
96.6947	0.966965
96.4143	0.964137
96.5244	0.965282
96.8149	0.968145
96.4643	0.964654
96.9251	0.969242
96.6146	0.966166
96.7248	0.96728
96.885	0.968829
96.6046	0.966055
96.7849	0.967818
96.875	0.968721
96.7147	0.967119
96.9151	0.969146
96.5345	0.965329
96.845	0.968422
96.6647	0.966619
96.7949	0.967909
96.855	0.968528
96.7648	0.967645
96.9852	0.969844
96.6046	0.966052
96.6947	0.966903
96.6647	0.966584
96.4343	0.964367
96.855	0.968517
96.9251	0.969251
96.9351	0.969332
96.0837	0.960703
96.6747	0.966711
96.7748	0.96772
96.6847	0.966833
96.7348	0.967334
96.875	0.968759
96.865	0.96862
96.8149	0.968138
96.7548	0.96755
96.9451	0.969403
96.8349	0.968366
96.5445	0.96542
96.7849	0.96786
96.9551	0.969519
96.7949	0.967946
96.7047	0.967064
96.9551	0.969539
96.7047	0.967054
96.4243	0.964207
96.885	0.968862
96.3442	0.963456
96.5745	0.965787
96.865	0.968636
96.7448	0.967434
96.9351	0.969315
96.9151	0.969144
96.7248	0.967199
96.5745	0.965738
97.0252	0.970268
96.4543	0.964531
96.8349	0.968307
96.9852	0.969851
96.3341	0.963433
96.5345	0.965356
96.3842	0.963806
96.7949	0.967928
96.6346	0.966338
96.875	0.968721
96.7248	0.967225
96.6546	0.966475
96.5745	0.965692
96.8349	0.968356
96.9752	0.969716
96.5946	0.965949
96.895	0.968936
96.7147	0.967112
96.7949	0.967932
96.4343	0.964309
96.7648	0.967624
96.5445	0.965414
96.895	0.968942
96.5845	0.965813
96.895	0.96894
96.3341	0.96335
96.5645	0.965626
96.7949	0.967901
96.7849	0.967848
96.5345	0.965335
96.8249	0.968233
96.8049	0.96802
96.7648	0.967652
96.895	0.968912
96.9651	0.96963
96.7548	0.967534
96.7949	0.967939
96.895	0.968921
96.9752	0.96974
96.6947	0.966954
97.0252	0.970225
96.6947	0.966932
96.7147	0.967156
96.8049	0.96806
96.7348	0.967362
96.845	0.968401
96.4944	0.964948
96.5044	0.965084
96.5044	0.964961
96.6947	0.966912
96.7548	0.967544
96.855	0.968515
96.9251	0.969265
96.6246	0.96623
96.6046	0.966008
96.7448	0.967423
96.6446	0.966412
96.6446	0.966416
96.7748	0.967733
96.855	0.968541
96.6246	0.966227
96.6747	0.966729
96.875	0.968718
96.4443	0.964469
96.865	0.968662
96.9651	0.969635
96.875	0.968738
96.7348	0.967302
96.7748	0.967758
96.895	0.968918
96.875	0.968746
96.895	0.968923
96.4343	0.964368
96.6146	0.966102
96.5645	0.965633
96.7248	0.967234
96.5244	0.965224
96.8349	0.96831
96.7548	0.967529
96.4744	0.964755
96.7248	0.967264
96.5345	0.9653
96.9151	0.969109
96.9251	0.969248
96.4243	0.964305
96.3642	0.963607
96.5144	0.965122
96.6346	0.966318
96.855	0.968508
96.5946	0.965914
96.7047	0.967036
97.0252	0.970246
97.0052	0.970024
96.6446	0.966454
96.7047	0.967058
96.5745	0.965759
96.6346	0.966337
96.7348	0.96732
96.855	0.968524
96.7949	0.967939
96.7448	0.967437
96.8049	0.968031
96.5144	0.965159
96.7548	0.967521
96.8149	0.968096
96.4744	0.964733
96.234	0.962343
96.7949	0.967932
96.905	0.969013
96.885	0.968849
96.7348	0.967334
96.4744	0.964725
96.5445	0.96543
96.6446	0.966416
96.3942	0.963911
97.0152	0.970141
96.8149	0.968153
96.5845	0.965858
96.7849	0.967835
97.0453	0.970437
96.7648	0.96769
96.885	0.968828
96.7949	0.967911
96.7748	0.967719
96.7548	0.967521
96.6146	0.966159
