95.9936	0.959906	15.9529	5.2175
96.0036	0.960024	18.7968	6.00405
96.0537	0.960476	15.6965	6.08906
95.9936	0.959843	17.5528	5.58926
95.7332	0.957335	17.4185	4.81049
95.7933	0.957989	17.8101	5.98073
95.633	0.956271	16.0231	6.85665
96.0637	0.96062	16.6067	5.00753
95.8433	0.958392	17.4861	5.57094
95.9836	0.95982	19.2396	7.1439
95.9535	0.959564	17.8805	5.52064
95.6631	0.956624	17.7654	6.88456
95.9736	0.959762	15.6575	4.39393
95.8433	0.958424	17.6173	5.22918
95.9635	0.959619	16.1869	3.95104
95.9034	0.959029	17.9918	7.34724
95.623	0.9562	16.4755	3.87315
96.1839	0.961817	17.6497	6.25361
95.7332	0.95736	15.2677	5.69001
95.8233	0.958233	16.204	4.78937
95.9034	0.959014	15.9258	4.90244
95.7632	0.957656	16.3239	4.78816
95.9535	0.959512	15.7902	4.94703
95.8233	0.958223	18.6938	5.92113
95.8934	0.958935	18.3486	7.08367
95.9736	0.959705	17.2038	5.14409
95.5329	0.955285	15.2944	5.07099
95.613	0.956124	19.97	7.94698
95.8734	0.958722	15.6913	6.82646
95.3526	0.953462	16.4552	5.99367
95.4828	0.95491	16.6024	5.27286
95.5529	0.955481	16.5537	4.08565
95.4527	0.954501	18.6355	6.32624
95.7031	0.956964	17.1424	6.76356
95.613	0.956108	16.8135	4.17326
95.7031	0.95705	17.0508	5.6242
95.7732	0.957717	18.737	6.92533
95.8534	0.95853	17.442	6.93686
96.1538	0.961494	16.5323	2.82517
95.8634	0.958612	20.7316	7.99158
95.9936	0.959899	15.4906	5.39362
96.0337	0.960308	16.118	4.70864
95.9135	0.959129	19.6618	6.03324
95.8433	0.958446	16.5689	5.67773
95.8934	0.958939	17.2794	4.76949
95.8033	0.957999	22.9993	9.01124
96.0036	0.959989	18.1287	5.43113
96.1538	0.961496	18.0153	5.37395
95.5028	0.955029	19.799	5.51722
96.1739	0.9617	19.1494	8.48459
95.603	0.955986	19.2177	4.48173
95.7532	0.957476	15.6802	5.15079
95.5128	0.955072	16.5029	6.0276
96.1138	0.961078	16.8618	4.80985
95.6731	0.95667	15.6964	5.81739
96.0236	0.960183	17.4598	7.13797
95.633	0.956324	19.6596	5.02276
95.7833	0.957789	17.2093	6.02087
95.3025	0.952953	17.8417	6.87101
95.6831	0.956828	19.6812	9.22347
95.9836	0.959792	16.341	6.73467
95.603	0.95601	18.3834	3.55748
95.623	0.956269	16.048	3.04781
95.7332	0.95734	20.3738	7.77819
95.5529	0.955525	16.0928	3.55236
95.7232	0.957199	18.1574	8.0621
95.633	0.956352	19.6664	11.4109
95.9435	0.95941	16.263	4.80866
95.8834	0.958819	15.0883	7.43715
95.4227	0.95422	16.5506	4.12077
95.9936	0.959965	17.957	5.87595
95.3926	0.953852	17.6459	7.44842
95.613	0.956089	18.3629	5.39429
95.4928	0.954895	14.483	4.86282
95.633	0.956281	20.9384	8.47463
96.0737	0.96071	18.21	5.53978
96.0036	0.959995	16.1267	5.45985
95.7833	0.957762	17.9406	5.74871
95.8433	0.958423	19.4654	6.16953
95.9335	0.959297	18.2522	5.10837
96.0236	0.960203	18.7784	7.03712
95.9836	0.959828	16.9517	4.70824
95.9235	0.959199	19.2314	8.78481
95.8634	0.958653	18.1627	6.33521
95.613	0.956147	16.4619	8.29024
95.6731	0.956718	19.0914	8.36964
95.8433	0.958442	19.0077	8.36668
96.0537	0.960507	20.737	5.47235
95.8033	0.958003	16.6917	4.44182
95.8934	0.958915	19.4181	8.25536
95.5829	0.955807	16.9466	3.03438
95.8033	0.957973	18.106	7.4578
95.613	0.956086	18.2997	6.18102
96.0337	0.960291	16.3135	3.60833
95.5128	0.955157	20.0278	8.0661
95.7532	0.957505	17.517	7.38053
95.9135	0.959104	16.7293	6.46003
95.7031	0.957032	15.8058	6.50893
95.643	0.956393	17.5923	4.51068
96.1739	0.96171	18.2188	3.88438
95.6731	0.956652	17.8529	5.10112
95.6831	0.95679	19.8565	6.95522
96.1939	0.96191	18.7592	4.84297
95.5529	0.955504	19.902	8.29263
95.9936	0.959891	18.4755	5.28548
95.8233	0.958183	18.5955	5.67395
95.7131	0.957127	16.9153	5.78943
95.4928	0.954902	16.8847	5.93312
95.8534	0.958483	16.883	3.35058
96.1238	0.9612	16.734	4.62631
96.0637	0.96065	18.2089	5.80526
96.0236	0.96022	18.8296	7.25397
96.244	0.962402	15.1916	5.04124
95.8934	0.958909	18.4772	5.39145
95.9936	0.9599	18.3108	6.12822
95.8133	0.958095	19.5087	5.78808
95.7031	0.956996	19.1051	7.98746
96.0837	0.960773	17.2096	4.23665
95.5228	0.95518	16.2579	6.38413
96.1538	0.961524	21.3837	6.51293
95.8133	0.958076	19.2201	8.1217
95.6931	0.956884	19.5275	6.31615
95.7933	0.957912	16.8727	4.23629
95.8834	0.958843	17.4604	7.38537
95.3325	0.95329	19.3245	7.76881
96.0537	0.960553	15.7625	7.91519
95.8133	0.95811	14.8809	4.47763
95.7232	0.957178	18.1646	7.05906
95.9435	0.959381	16.8892	4.52168
95.8634	0.958643	17.5773	8.01428
95.8634	0.958628	16.7337	6.68088
95.6831	0.956881	16.3954	4.42341
95.8934	0.958905	18.518	7.08223
96.0637	0.960571	18.2791	4.46775
95.9235	0.959173	18.0974	5.87383
95.5529	0.955516	17.6068	4.51045
95.7833	0.957894	18.3997	7.98404
95.9335	0.959287	14.9508	4.13778
95.653	0.956546	19.6899	8.34926
95.643	0.956396	19.1206	7.83119
96.3041	0.963053	17.3118	5.17478
95.7432	0.957446	18.1866	6.23968
95.8734	0.958699	18.1119	6.8897
95.9335	0.959334	16.0312	6.73685
95.7833	0.957767	17.8589	7.26308
95.8934	0.958922	17.5473	7.6677
95.9635	0.959566	19.2191	7.11738
95.3726	0.953653	18.8806	7.32902
95.7532	0.957477	16.9321	6.25497
95.8133	0.958132	17.8419	4.4399
95.8033	0.957978	20.995	8.05363
95.8233	0.958195	16.5461	4.07952
95.613	0.956086	18.5714	5.58153
95.7131	0.957088	17.227	6.49528
96.0938	0.960923	16.6334	6.06749
95.8133	0.958077	16.0281	7.09131
95.7632	0.957641	18.0302	4.97237
95.7632	0.957591	16.9967	3.46278
95.6731	0.956769	14.5549	5.24728
96.2841	0.962794	17.8973	6.37703
95.6931	0.95693	16.2904	6.61062
95.613	0.956123	17.3006	5.56557
95.8834	0.958804	19.3674	6.99985
95.8233	0.958207	17.3269	6.04898
95.7332	0.957269	17.3412	7.81786
96.0437	0.960414	17.3164	4.88517
95.8233	0.958235	17.2357	5.66657
95.7833	0.95781	17.4618	5.66694
95.5429	0.955399	19.2778	6.14432
95.5729	0.95569	19.0431	6.68035
96.0337	0.960324	18.5746	6.71449
96.1138	0.961139	17.8998	5.34738
95.8834	0.958816	17.5585	6.66217
95.5729	0.955693	20.5926	7.80061
95.8333	0.95831	16.7052	4.97931
95.8233	0.958192	14.9971	5.12262
95.8934	0.958874	18.2425	8.45487
95.8534	0.958501	17.6378	6.9057
95.7332	0.957339	16.278	5.38005
96.1038	0.961044	20.0105	6.4734
95.2524	0.95253	16.5996	7.53817
95.7232	0.957205	17.762	6.33309
95.633	0.95631	14.916	3.43078
96.0236	0.960193	14.8695	6.26289
95.5929	0.955893	18.4338	8.67377
95.8734	0.95869	18.9022	9.43728
95.613	0.956066	17.1519	6.88454
95.6731	0.95671	15.6101	4.33834
95.613	0.95607	20.1514	7.43265
95.8133	0.958107	16.7571	4.76837
95.4928	0.954913	19.2217	6.44416
95.7732	0.957699	16.0243	4.56317
95.8734	0.958698	16.5518	4.69051
95.3626	0.953591	17.8992	6.61602
95.2825	0.95284	17.2026	4.78253
95.8233	0.958192	17.0454	5.94111
95.9235	0.959223	17.2411	5.92125
95.6931	0.956882	18.9132	5.40803
95.5228	0.955251	15.4594	5.05636
95.9936	0.959924	15.2438	5.11591
95.7532	0.957509	18.26	10.1064
96.0537	0.960501	16.8479	7.72504
95.5529	0.955371	16.3275	5.62383
95.9535	0.959518	19.1573	5.73886
95.7833	0.957846	17.0756	6.60205
95.6731	0.956711	22.0851	6.86861
95.603	0.956082	20.1523	6.0889
95.8433	0.958374	16.9314	5.36559
95.6731	0.95665	14.9108	4.53276
95.8934	0.958881	20.5541	8.04447
95.9736	0.959701	15.258	3.7075
96.0036	0.959975	18.3837	7.47456
95.8033	0.957966	17.7012	9.18205
95.4127	0.954049	17.4481	6.24474
95.2925	0.952879	18.2068	9.60086
95.7232	0.957175	15.2752	4.46117
95.6731	0.956679	15.0891	7.99676
96.1238	0.961205	17.8814	8.11226
95.9235	0.959248	16.1205	4.98808
95.9736	0.959712	17.1594	7.97828
95.653	0.956474	17.6656	6.57628
96.0938	0.960908	15.9877	5.82276
95.8634	0.958605	17.4256	6.87738
95.7131	0.957088	18.7175	8.63203
95.6631	0.956629	17.3736	5.50702
95.7131	0.957091	18.1036	5.59129
95.8734	0.958786	20.186	8.67034
95.5429	0.95542	20.1568	9.59362
95.7031	0.957026	16.7262	3.17097
95.8634	0.958625	18.5965	5.48762
95.9435	0.95941	19.3609	7.18758
96.1038	0.961007	17.1359	4.92087
96.0136	0.960145	16.2413	3.88626
95.7131	0.957053	14.5578	4.53772
95.8934	0.958886	18.739	5.60121
96.0938	0.960913	19.7129	7.80985
95.3726	0.953811	18.9624	8.67628
95.613	0.956137	18.1238	7.89671
96.0537	0.960527	21.8379	9.71582
96.1338	0.961302	18.0999	5.7528
96.0537	0.960491	17.8872	4.73178
95.8033	0.957977	18.8573	5.50402
95.9135	0.959108	16.7315	8.14954
95.8634	0.958582	16.5452	6.10998
95.7933	0.957912	19.1682	5.40127
95.9836	0.959838	17.4545	4.1829
95.5829	0.955813	18.9271	9.22725
95.7232	0.95725	19.9545	7.65888
95.7432	0.957431	17.8239	6.80348
95.9235	0.959189	17.0238	5.90074
95.8534	0.95855	17.2786	6.68767
95.7632	0.957567	17.6487	6.10022
96.0036	0.960002	19.1323	6.9777
95.7532	0.957498	17.4516	6.40924
95.9535	0.959483	17.9308	7.00536
95.8834	0.958802	17.0683	5.01519
96.1839	0.961825	17.2676	5.79949
95.8133	0.958115	18.3348	6.8199
95.7732	0.957708	18.885	6.15056
95.7432	0.957375	13.369	4.71569
96.0938	0.960922	20.213	9.16935
95.8634	0.95858	16.9356	7.24915
95.9535	0.959524	16.8274	6.09523
95.8534	0.958533	16.5618	5.54579
96.0236	0.960239	17.172	6.57546
95.9535	0.959491	16.5233	4.58884
95.5429	0.955418	16.66	4.26481
95.7232	0.957204	17.0882	6.69394
96.0036	0.960027	16.454	6.76987
96.1538	0.961473	20.7004	9.92166
95.9435	0.95947	15.066	4.39532
95.8734	0.958709	16.9942	4.80009
95.7833	0.957818	18.8052	8.70758
95.6631	0.956554	16.7771	6.99446
95.9435	0.95939	15.9331	4.81857
95.8033	0.958014	17.3573	7.40747
95.8133	0.958107	17.0378	6.51588
95.9034	0.958989	15.129	5.10871
95.9635	0.959596	17.2794	3.84984
95.8433	0.958403	19.1186	6.49941
96.1739	0.961717	17.2221	5.37479
96.0637	0.96063	17.0579	3.95051
95.613	0.956087	16.6877	6.72933
95.4828	0.954777	20.265	8.89978
95.9836	0.959876	17.6795	5.45814
95.613	0.95608	18.1384	7.64584
96.0036	0.960036	16.369	7.13527
95.7532	0.957521	16.7487	6.34932
95.9635	0.959624	17.8706	5.33419
95.7332	0.957306	19.0228	7.63056
95.633	0.956324	19.3032	6.07601
96.0036	0.95998	16.918	5.97914
95.643	0.956442	19.4004	8.06091
95.6631	0.956655	16.476	6.63666
95.6731	0.956687	14.4885	5.08785
95.9836	0.959796	16.4621	5.64982
96.0036	0.960009	18.4502	9.05892
95.8834	0.958804	18.7301	8.38309
95.7732	0.957706	16.8873	8.17564
95.7632	0.957609	18.5428	6.79249
95.6931	0.956928	17.464	7.18733
95.6931	0.956891	17.7032	6.15378
